English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country
Inherit the Wind,1960-01-01,Ernest Laszlo,,1,Oscar - Best Cinematography,0,,
La Dolce Vita ,1960-01-01,Federico Fellini,,0,,1,Cannes - Palme d'Or,Italy
Sons and Lovers,1960-01-01,"Freddie Francis, Jack Cardiff, Jerry Wald",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
L'Avventura,1960-01-01,Michelangelo Antonioni,,0,,0,,Italy
Psycho,1960-01-01,"John L. Russell, Alfred Hitchcock",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
Odd Obsession,1960-01-01,Kon Ichikawa,,0,,0,,Japan
The Apartment,1960-01-01,"Joseph LaShelle, Billy Wilder, Billy Wilder",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Exodus,1960-01-01,Sam Leavitt,,1,Oscar - Best Cinematography,0,,
Pepe,1960-01-01,Joseph MacDonald,,1,Oscar - Best Cinematography,0,,
Elmer Gantry,1960-01-01,Bernard Smith,,1,Oscar - Best Film,0,,
BUtterfield 8,1960-01-01,Joseph Ruttenberg and Charles Harten,,1,Oscar - Best Cinematography,0,,
Tomorrow Is My Turn,1960-01-01,André Cayatte,,0,,1,Venise - Lion d'Or,France
The Alamo,1960-01-01,"William H. Clothier, John Wayne",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
The Sundowners,1960-01-01,"Fred Zinnemann, Fred Zinnemann",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Never on Sunday,1960-01-01,Jules Dassin,,1,Oscar - Best Director,0,,
The Facts of Life,1960-01-01,Charles Lang,,1,Oscar - Best Cinematography,0,,
Rocco and His Brothers,1960-01-01,Luchino Visconti,,0,,1,Venise - Grand Prix du Jury,"France, Italy"
The Children's Hour,1961-01-01,Franz Planer,,1,Oscar - Best Cinematography,0,,
The Hustler,1961-01-01,"Eugen Schüfftan, Robert Rossen, Robert Rossen",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Fanny,1961-01-01,"Jack Cardiff, Joshua Logan",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
The Guns of Navarone,1961-01-01,"J. Lee Thompson, Carl Foreman",,1,"Oscar - Best Director, Oscar - Best Film",0,,
A Majority of One,1961-01-01,Harry Stradling,,1,Oscar - Best Cinematography,0,,
West Side Story,1961-01-01,"Daniel L. Fapp, Janusz Kamiński, Jerome Robbins & Robert Wise, Steven Spielberg, Robert Wise, Steven Spielberg and Kristie Macosko Krieger",,1,"Oscar - Best Cinematography, Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Director, Oscar - Best Film, Oscar - Best Film",0,,
Mother Joan of the Angels,1961-01-01,Jerzy Kawalerowicz,,0,,0,,Poland
One-Eyed Jacks,1961-01-01,Charles Lang,,1,Oscar - Best Cinematography,0,,
Viridiana ,1961-01-01,Luis Buñuel,,0,,1,Cannes - Palme d'Or,Spain
Last Year at Marienbad,1961-01-01,Alain Resnais,,0,,1,Venise - Lion d'Or,France
La Dolce Vita,1961-01-01,Federico Fellini,,1,Oscar - Best Director,0,,
"One, Two, Three",1961-01-01,Daniel L. Fapp,,1,Oscar - Best Cinematography,0,,
Flower Drum Song,1961-01-01,Russell Metty,,1,Oscar - Best Cinematography,0,,
Judgment at Nuremberg,1961-01-01,"Ernest Laszlo, Stanley Kramer, Stanley Kramer",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
The Long Absence ,1961-01-01,Henri Colpi,,0,,1,Cannes - Palme d'Or,France
The Absent-Minded Professor,1961-01-01,Edward Colman,,1,Oscar - Best Cinematography,0,,
Peace to Him Who Enters,1961-01-01,Aleksandr Alov & Vladimir Naumov,,0,,1,Venise - Grand Prix du Jury,Soviet Union
The Music Man,1962-01-01,Morton DaCosta,,1,Oscar - Best Film,0,,
What Ever Happened to Baby Jane?,1962-01-01,Ernest Haller,,1,Oscar - Best Cinematography,0,,
My Life to Live,1962-01-01,Jean-Luc Godard,,0,,1,Venise - Grand Prix du Jury,France
Two for the Seesaw,1962-01-01,Ted D. McCord,,1,Oscar - Best Cinematography,0,,
O Pagador de Promessas ,1962-01-01,Anselmo Duarte,,0,,1,Cannes - Palme d'Or,Brazil
Gypsy,1962-01-01,Harry Stradling,,1,Oscar - Best Cinematography,0,,
Ivan's Childhood,1962-01-01,Andrei Tarkovsky,,0,,1,Venise - Lion d'Or,Soviet Union
The Wonderful World of the Brothers Grimm,1962-01-01,Paul C. Vogel,,1,Oscar - Best Cinematography,0,,
Lawrence of Arabia,1962-01-01,"Freddie Young, David Lean, Sam Spiegel",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
David and Lisa,1962-01-01,Frank Perry,,1,Oscar - Best Director,0,,
L'Eclisse,1962-01-01,Michelangelo Antonioni,,0,,0,,Italy
The Miracle Worker,1962-01-01,Arthur Penn,,1,Oscar - Best Director,0,,
Family Diary,1962-01-01,Valerio Zurlini,,0,,1,Venise - Lion d'Or,Italy
The Trial of Joan of Arc,1962-01-01,Robert Bresson,,0,,0,,France
Hatari!,1962-01-01,Russell Harlan,,1,Oscar - Best Cinematography,0,,
To Kill a Mockingbird,1962-01-01,"Russell Harlan, Robert Mulligan, Alan J. Pakula",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Mutiny on the Bounty,1962-01-01,"Robert Surtees, Frank Lloyd, Frank Lloyd & Irving Thalberg, Aaron Rosenberg",Metro-Goldwyn-Mayer ,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film, Oscar - Best Film",0,,
The Longest Day,1962-01-01,"Jean Bourgoin and Walter Wottitz, Darryl F. Zanuck",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Birdman of Alcatraz,1962-01-01,Burnett Guffey,,1,Oscar - Best Cinematography,0,,
Divorce Italian Style,1962-01-01,Pietro Germi,,1,Oscar - Best Director,0,,
The Caretakers,1963-01-01,Lucien Ballard,,1,Oscar - Best Cinematography,0,,
The Cassandra Cat,1963-01-01,Vojtěch Jasný,,0,,0,,Czechoslovakia
How the West Was Won,1963-01-01,"William Daniels, Milton Krasner, Charles Lang and Joseph LaShelle, Bernard Smith",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
The Cardinal,1963-01-01,"Leon Shamroy, Otto Preminger",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
The Balcony,1963-01-01,George Folsey,,1,Oscar - Best Cinematography,0,,
Hud,1963-01-01,"James Wong Howe, Martin Ritt",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
The Fire Within,1963-01-01,Louis Malle,,0,,1,Venise - Grand Prix du Jury,"France, Italy"
Introduction to Life,1963-01-01,Igor Talankin,,0,,1,Venise - Grand Prix du Jury,Soviet Union
8½,1963-01-01,Federico Fellini,,1,Oscar - Best Director,0,,
America America,1963-01-01,"Elia Kazan, Elia Kazan",,1,"Oscar - Best Director, Oscar - Best Film",0,,
"It's a Mad, Mad, Mad, Mad World",1963-01-01,Ernest Laszlo,,1,Oscar - Best Cinematography,0,,
Lilies of the Field,1963-01-01,"Ernest Haller, Ralph Nelson",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Tom Jones,1963-01-01,"Tony Richardson, Tony Richardson",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Hands over the City,1963-01-01,Francesco Rosi,,0,,1,Venise - Lion d'Or,Italy
The Leopard ,1963-01-01,Luchino Visconti,,0,,1,Cannes - Palme d'Or,Italy
Harakiri,1963-01-01,Masaki Kobayashi,,0,,0,,Japan
Love with the Proper Stranger,1963-01-01,Milton Krasner,,1,Oscar - Best Cinematography,0,,
Irma la Douce,1963-01-01,Joseph LaShelle,,1,Oscar - Best Cinematography,0,,
Cheyenne Autumn,1964-01-01,William H. Clothier,,1,Oscar - Best Cinematography,0,,
The Umbrellas of Cherbourg,1964-01-01,Jacques Demy,,0,,1,Cannes - Palme d'Or,France
Red Desert,1964-01-01,Michelangelo Antonioni,,0,,1,Venise - Lion d'Or,Italy
The Gospel According to St. Matthew,1964-01-01,Pier Paolo Pasolini,,0,,1,Venise - Grand Prix du Jury,"Italy, France"
The Night of the Iguana,1964-01-01,Gabriel Figueroa,,1,Oscar - Best Cinematography,0,,
My Fair Lady,1964-01-01,"Harry Stradling, George Cukor, Jack L. Warner",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
"Hush...Hush, Sweet Charlotte",1964-01-01,Joseph Biroc,,1,Oscar - Best Cinematography,0,,
Fate Is the Hunter,1964-01-01,Milton Krasner,,1,Oscar - Best Cinematography,0,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-01,Stanley Kubrick,,1,Oscar - Best Film,0,,
Becket,1964-01-01,"Geoffrey Unsworth, Peter Glenville, Hal B. Wallis",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Mary Poppins,1964-01-01,"Edward Colman, Robert Stevenson, Walt Disney and Bill Walsh",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Zorba the Greek,1964-01-01,"Walter Lassally, Michael Cacoyannis, Michael Cacoyannis",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
The Americanization of Emily,1964-01-01,Philip H. Lathrop,,1,Oscar - Best Cinematography,0,,
The Unsinkable Molly Brown,1964-01-01,Daniel L. Fapp,,1,Oscar - Best Cinematography,0,,
Dr. Strangelove,1964-01-01,Stanley Kubrick,,1,Oscar - Best Director,0,,
In Harm's Way,1965-01-01,Loyal Griggs,,1,Oscar - Best Cinematography,0,,
The Agony and the Ecstasy,1965-01-01,Leon Shamroy,,1,Oscar - Best Cinematography,0,,
Kwaidan,1965-01-01,Masaki Kobayashi,,0,,0,,Japan
Simon of the Desert,1965-01-01,Luis Buñuel,,0,,1,Venise - Grand Prix du Jury,Mexico
The Greatest Story Ever Told,1965-01-01,William C. Mellor and Loyal Griggs,,1,Oscar - Best Cinematography,0,,
The Great Race,1965-01-01,Russell Harlan,,1,Oscar - Best Cinematography,0,,
A Thousand Clowns,1965-01-01,Fred Coe,,1,Oscar - Best Film,0,,
Darling,1965-01-01,"John Schlesinger, Joseph Janni",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Morituri,1965-01-01,Conrad Hall,,1,Oscar - Best Cinematography,0,,
Ship of Fools,1965-01-01,"Ernest Laszlo, Stanley Kramer",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Sandra,1965-01-01,Luchino Visconti,,0,,1,Venise - Lion d'Or,Italy
The Collector,1965-01-01,William Wyler,,1,Oscar - Best Director,0,,
Doctor Zhivago,1965-01-01,"Freddie Young, David Lean, Carlo Ponti",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Modiga mindre män,1965-01-01,Leif Krantz,,0,,1,Venise - Grand Prix du Jury,Sweden
Woman in the Dunes,1965-01-01,"Hiroshi Teshigahara, Hiroshi Teshigahara",,1,Oscar - Best Director,0,,Japan
A Patch of Blue,1965-01-01,Robert Burks,,1,Oscar - Best Cinematography,0,,
King Rat,1965-01-01,Burnett Guffey,,1,Oscar - Best Cinematography,0,,
The Knack ...and How to Get It,1965-01-01,Richard Lester,,0,,1,Cannes - Palme d'Or,United Kingdom
The Sound of Music,1965-01-01,"Ted D. McCord, Robert Wise, Robert Wise",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
I Am Twenty,1965-01-01,Marlen Khutsiev,,0,,1,Venise - Grand Prix du Jury,Soviet Union
A Man and a Woman,1966-01-01,"Claude Lelouch, Claude Lelouch",,1,Oscar - Best Director,1,Cannes - Palme d'Or,France
"The Russians Are Coming, the Russians Are Coming",1966-01-01,Norman Jewison,,1,Oscar - Best Film,0,,
The Sand Pebbles,1966-01-01,"Joseph MacDonald, Robert Wise",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
The Fortune Cookie,1966-01-01,Joseph LaShelle,,1,Oscar - Best Cinematography,0,,
Fantastic Voyage,1966-01-01,Ernest Laszlo,,1,Oscar - Best Cinematography,0,,
Alfie,1966-01-01,"Lewis Gilbert, Lewis Gilbert",,1,Oscar - Best Film,0,,United Kingdom
Who's Afraid of Virginia Woolf?,1966-01-01,"Haskell Wexler, Mike Nichols, Ernest Lehman",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Blowup,1966-01-01,"Michelangelo Antonioni, Michelangelo Antonioni",,1,Oscar - Best Director,1,Cannes - Palme d'Or,United Kingdom
Georgy Girl,1966-01-01,Kenneth Higgins,,1,Oscar - Best Cinematography,0,,
A Man for All Seasons,1966-01-01,"Ted Moore, Fred Zinnemann, Fred Zinnemann",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Hawaii,1966-01-01,Russell Harlan,,1,Oscar - Best Cinematography,0,,
The Professionals,1966-01-01,"Conrad Hall, Richard Brooks",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
Yesterday Girl,1966-01-01,Alexander Kluge,,0,,1,Venise - Grand Prix du Jury,West Germany
Is Paris Burning?,1966-01-01,Marcel Grignon,,1,Oscar - Best Cinematography,0,,
Chappaqua,1966-01-01,Conrad Rooks,,0,,1,Venise - Grand Prix du Jury,United States
"The Birds, the Bees and the Italians",1966-01-01,Pietro Germi,,0,,1,Cannes - Palme d'Or,Italy
Seconds,1966-01-01,James Wong Howe,,1,Oscar - Best Cinematography,0,,
The Graduate,1967-01-01,"Robert Surtees, Mike Nichols, Lawrence Turman",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
China is Near,1967-01-01,Marco Bellocchio,,0,,1,Venise - Grand Prix du Jury,Italy
Guess Who's Coming to Dinner,1967-01-01,"Stanley Kramer, Stanley Kramer",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Accident,1967-01-01,Joseph Losey,,0,,1,Cannes - Grand Prix,United Kingdom
Belle de Jour,1967-01-01,Luis Buñuel,,0,,1,Venise - Lion d'Or,France
I Even Met Happy Gypsies,1967-01-01,Aleksandar Petrović,,0,,1,Cannes - Grand Prix,Yugoslavia
Doctor Dolittle,1967-01-01,"Robert Surtees, Arthur P. Jacobs",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
In Cold Blood,1967-01-01,"Conrad Hall, Richard Brooks",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
La Chinoise,1967-01-01,Jean-Luc Godard,,0,,1,Venise - Grand Prix du Jury,France
Camelot,1967-01-01,Richard H. Kline,,1,Oscar - Best Cinematography,0,,
Bonnie and Clyde,1967-01-01,"Burnett Guffey, Arthur Penn, Warren Beatty",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
In the Heat of the Night,1967-01-01,"Norman Jewison, Walter Mirisch",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Funny Girl,1968-01-01,"Harry Stradling, Ray Stark",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Ice Station Zebra,1968-01-01,Daniel L. Fapp,,1,Oscar - Best Cinematography,0,,
The Battle of Algiers,1968-01-01,"Gillo Pontecorvo, Gillo Pontecorvo",,1,Oscar - Best Director,1,Venise - Lion d'Or,"Algeria, Italy"
Le Socrate,1968-01-01,Robert Lapoujade,,0,,1,Venise - Grand Prix du Jury,"France, West Germany"
The Lion in Winter,1968-01-01,"Anthony Harvey, Martin Poll",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Oliver!,1968-01-01,"Oswald Morris, Carol Reed, John Woolf",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
2001: A Space Odyssey,1968-01-01,Stanley Kubrick,,1,Oscar - Best Director,0,,
"Rachel, Rachel",1968-01-01,Paul Newman,,1,Oscar - Best Film,0,,
The festival was cancelled midway through to show solidarity with the students and workers who were demonstrating in what became known as the May 68 movement.,1968-01-01,The festival was cancelled midway through to show solidarity with the students and workers who were demonstrating in what became known as the May 68 movement.,,0,,1,Cannes - Palme d'Or,The festival was cancelled midway through to show solidarity with the students and workers who were demonstrating in what became known as the May 68 movement.[31]
Our Lady of the Turks,1968-01-01,Carmelo Bene,,0,,1,Venise - Grand Prix du Jury,Italy
Romeo and Juliet,1968-01-01,"Pasqualino De Santis, Franco Zeffirelli, Anthony Havelock-Allan and John Brabourne, Renato Castellani",Metro-Goldwyn-Mayer,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film, Oscar - Best Film",1,Venise - Lion d'Or,United Kingdom
Star!,1968-01-01,Ernest Laszlo,,1,Oscar - Best Cinematography,0,,
Artists Under the Big Top: Perplexed,1968-01-01,Alexander Kluge,,0,,1,Venise - Lion d'Or,West Germany
Midnight Cowboy,1969-01-01,"John Schlesinger, Jerome Hellman",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Marooned,1969-01-01,Daniel L. Fapp,,1,Oscar - Best Cinematography,0,,
Ådalen 31,1969-01-01,Bo Widerberg,,0,,1,Cannes - Grand Prix,Sweden
Butch Cassidy and the Sundance Kid,1969-01-01,"Conrad Hall, George Roy Hill, John Foreman",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
"They Shoot Horses, Don't They?",1969-01-01,Sydney Pollack,,1,Oscar - Best Director,0,,
Z,1969-01-01,"Costa-Gavras, Jacques Perrin and Ahmed Rachedi, Costa-Gavras",,1,"Oscar - Best Director, Oscar - Best Film",0,,France
Bob & Carol & Ted & Alice,1969-01-01,Charles Lang,,1,Oscar - Best Cinematography,0,,
"Hello, Dolly!",1969-01-01,"Harry Stradling (posthumously), Ernest Lehman",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Anne of the Thousand Days,1969-01-01,"Arthur Ibbetson, Hal B. Wallis",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
If....,1969-01-01,Lindsay Anderson,,0,,1,Cannes - Palme d'Or,United Kingdom
Alice's Restaurant,1969-01-01,Arthur Penn,,1,Oscar - Best Director,0,,
Patton,1970-01-01,"Fred J. Koenekamp, Franklin J. Schaffner, Frank McCarthy",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
M*A*S*H,1970-01-01,"Robert Altman, Ingo Preminger",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Tora! Tora! Tora!,1970-01-01,"Osamu Furuya, Shinsaku Himeda, Masamichi Satoh and Charles F. Wheeler",,1,Oscar - Best Cinematography,0,,
The Strawberry Statement,1970-01-01,Stuart Hagmann,,0,,0,,United States
Investigation of a Citizen Above Suspicion,1970-01-01,Elio Petri,,0,,1,Cannes - Grand Prix,Italy
Airport,1970-01-01,"Ernest Laszlo, Ross Hunter",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Ryan's Daughter,1970-01-01,Freddie Young,,1,Oscar - Best Cinematography,0,,
Women in Love,1970-01-01,"Billy Williams, Ken Russell",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
The Falcons,1970-01-01,István Gaál,,0,,0,,Hungary
Five Easy Pieces,1970-01-01,Bob Rafelson and Richard Wechsler,,1,Oscar - Best Film,0,,
MASH,1970-01-01,Robert Altman,,0,,1,Cannes - Palme d'Or,United States
Fellini Satyricon,1970-01-01,Federico Fellini,,1,Oscar - Best Director,0,,
Love Story,1970-01-01,"Arthur Hiller, Howard G. Minsky",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Nicholas and Alexandra,1971-01-01,"Freddie Young, Sam Spiegel",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Taking Off,1971-01-01,Miloš Forman,,0,,1,Cannes - Grand Prix,United States
A Clockwork Orange,1971-01-01,"Stanley Kubrick, Stanley Kubrick",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Sunday Bloody Sunday,1971-01-01,John Schlesinger,,1,Oscar - Best Director,0,,
The Go-Between,1971-01-01,Joseph Losey,,0,,1,Cannes - Palme d'Or,United Kingdom
Johnny Got His Gun,1971-01-01,Dalton Trumbo,,0,,1,Cannes - Grand Prix,United States
The French Connection,1971-01-01,"Owen Roizman, William Friedkin, Philip D'Antoni",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Love,1971-01-01,Károly Makk,,0,,0,,Hungary
The Last Picture Show,1971-01-01,"Robert Surtees, Peter Bogdanovich, Stephen J. Friedman",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Fiddler on the Roof,1971-01-01,"Oswald Morris, Norman Jewison, Norman Jewison",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Summer of '42,1971-01-01,Robert Surtees,,1,Oscar - Best Cinematography,0,,
Joe Hill,1971-01-01,Bo Widerberg,,0,,0,,"Sweden, United States"
The Godfather,1972-01-01,"Francis Ford Coppola, Albert S. Ruddy",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Butterflies Are Free,1972-01-01,Charles Lang,,1,Oscar - Best Cinematography,0,,
The Poseidon Adventure,1972-01-01,Harold E. Stine,,1,Oscar - Best Cinematography,0,,
Cabaret,1972-01-01,"Geoffrey Unsworth, Bob Fosse, Cy Feuer",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
The Mattei Affair ,1972-01-01,Francesco Rosi,,0,,1,Cannes - Palme d'Or,Italy
The Emigrants,1972-01-01,"Jan Troell, Bengt Forslund",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Deliverance,1972-01-01,"John Boorman, John Boorman",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The Working Class Goes to Heaven ,1972-01-01,Elio Petri,,0,,1,Cannes - Palme d'Or,Italy
Sleuth,1972-01-01,Joseph L. Mankiewicz,,1,Oscar - Best Director,0,,
Slaughterhouse-Five,1972-01-01,George Roy Hill,,0,,0,,United States
Travels with My Aunt,1972-01-01,Douglas Slocombe,,1,Oscar - Best Cinematography,0,,
1776,1972-01-01,Harry Stradling Jr.,,1,Oscar - Best Cinematography,0,,
Solaris,1972-01-01,Andrei Tarkovsky,,0,,1,Cannes - Grand Prix,Soviet Union
Sounder,1972-01-01,Robert B. Radnitz,,1,Oscar - Best Film,0,,
The Exorcist,1973-01-01,"Owen Roizman, William Friedkin, William Peter Blatty",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
The Sting,1973-01-01,"Robert Surtees, George Roy Hill, Tony Bill, Michael Phillips, and Julia Phillips",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Cries and Whispers,1973-01-01,"Sven Nykvist, Ingmar Bergman, Ingmar Bergman",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
A Touch of Class,1973-01-01,Melvin Frank,,1,Oscar - Best Film,0,,
Scarecrow,1973-01-01,Jerry Schatzberg,,0,,1,Cannes - Palme d'Or,United States
The Mother and the Whore,1973-01-01,Jean Eustache,,0,,1,Cannes - Grand Prix,France
Jonathan Livingston Seagull,1973-01-01,Jack Couffer,,1,Oscar - Best Cinematography,0,,
The Hireling,1973-01-01,Alan Bridges,,0,,1,Cannes - Palme d'Or,United Kingdom
The Hourglass Sanatorium,1973-01-01,Wojciech Has,,0,,0,,Poland
Last Tango in Paris,1973-01-01,Bernardo Bertolucci,,1,Oscar - Best Director,0,,
The Invitation,1973-01-01,Claude Goretta,,0,,0,,Switzerland
The Way We Were,1973-01-01,Harry Stradling Jr.,,1,Oscar - Best Cinematography,0,,
American Graffiti,1973-01-01,"George Lucas, Francis Ford Coppola and Gary Kurtz",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The Godfather Part II,1974-01-01,"Francis Ford Coppola, Francis Ford Coppola, Gray Frederickson, and Fred Roos",,1,"Oscar - Best Director, Oscar - Best Film",0,,
A Woman Under the Influence,1974-01-01,John Cassavetes,,1,Oscar - Best Director,0,,
The Conversation,1974-01-01,"Francis Ford Coppola, Francis Ford Coppola",,1,Oscar - Best Film,1,Cannes - Palme d'Or,United States
Earthquake,1974-01-01,Philip H. Lathrop,,1,Oscar - Best Cinematography,0,,
Murder on the Orient Express,1974-01-01,Geoffrey Unsworth,,1,Oscar - Best Cinematography,0,,
Day for Night,1974-01-01,François Truffaut,,1,Oscar - Best Director,0,,
Chinatown,1974-01-01,"John A. Alonzo, Roman Polanski, Robert Evans",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
The Towering Inferno,1974-01-01,"Fred J. Koenekamp and Joseph Biroc, Irwin Allen",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Lenny,1974-01-01,"Bruce Surtees, Bob Fosse, Marvin Worth",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Jaws,1975-01-01,Richard D. Zanuck and David Brown,,1,Oscar - Best Film,0,,
The Day of the Locust,1975-01-01,Conrad Hall,,1,Oscar - Best Cinematography,0,,
The Hindenburg,1975-01-01,Robert Surtees,,1,Oscar - Best Cinematography,0,,
One Flew Over the Cuckoo's Nest,1975-01-01,"Haskell Wexler and Bill Butler, Miloš Forman, Michael Douglas and Saul Zaentz",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Funny Lady,1975-01-01,James Wong Howe,,1,Oscar - Best Cinematography,0,,
Chronicle of the Years of Fire,1975-01-01,Mohammed Lakhdar-Hamina,,0,,1,Cannes - Palme d'Or,Algeria
Dog Day Afternoon,1975-01-01,"Sidney Lumet, Martin Bregman and Martin Elfand",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Amarcord,1975-01-01,Federico Fellini,,1,Oscar - Best Director,0,,
Barry Lyndon,1975-01-01,"John Alcott, Stanley Kubrick, Stanley Kubrick",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Nashville,1975-01-01,"Robert Altman, Robert Altman",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The Enigma of Kaspar Hauser,1975-01-01,Werner Herzog,,0,,1,Cannes - Grand Prix,West Germany
Taxi Driver,1976-01-01,"Michael Phillips and Julia Phillips, Martin Scorsese",,1,Oscar - Best Film,1,Cannes - Palme d'Or,United States
Seven Deaths by Prescription,1976-01-01,Jacques Rouffio,,1,César - Best Film,0,,
Call me Savage,1976-01-01,Jean-Paul Rappeneau,,1,César - Best Director,0,,
The Story of Adele H.,1976-01-01,François Truffaut,,1,César - Best Director,0,,
The Old Gun,1976-01-01,"Robert Enrico, Robert Enrico",,1,"César - Best Director, César - Best Film",0,,
Rocky,1976-01-01,"John G. Avildsen, Irwin Winkler and Robert Chartoff",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Face to Face,1976-01-01,Ingmar Bergman,,1,Oscar - Best Director,0,,
"Cousin, Cousine",1976-01-01,Jean Charles Tacchella,,1,César - Best Film,0,,
Cría Cuervos,1976-01-01,Carlos Saura,,0,,1,Cannes - Grand Prix,Spain
All the President's Men,1976-01-01,"Alan J. Pakula, Walter Coblenz",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Network,1976-01-01,"Owen Roizman, Sidney Lumet, Howard Gottfried",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Seven Beauties,1976-01-01,Lina Wertmüller,,1,Oscar - Best Director,0,,
Bound for Glory,1976-01-01,"Haskell Wexler, Robert F. Blumofe and Harold Leventhal",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
King Kong,1976-01-01,Richard H. Kline,,1,Oscar - Best Cinematography,0,,
The Marquise of O,1976-01-01,Éric Rohmer,,0,,1,Cannes - Grand Prix,"France, West Germany"
